Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
acoustic guitar,,Brown,Color,,,Yes,Yes,No,,5.0,Normal,3800.0,NFS,3210,Brown,Black,1x1,No,,,Crafting,,,,103,music,,,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrAcorsticguitar_Remake_2_0,2_0,383,vLq9iphAvALBXazDr,017F,"(2, 0)"
acoustic guitar,,Blue,Color,,,Yes,Yes,No,,5.0,Normal,3800.0,NFS,3210,Blue,Black,1x1,No,,,Crafting,,,,103,music,,,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrAcorsticguitar_Remake_3_0,3_0,383,nuqeFzNE5PneqGHaj,017F,"(3, 0)"
acoustic guitar,,White,Color,,,Yes,Yes,No,,5.0,Normal,3800.0,NFS,3210,White,Black,1x1,No,,,Crafting,,,,103,music,,,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrAcorsticguitar_Remake_4_0,4_0,383,DotFsojrhCwrLZ3TF,017F,"(4, 0)"
acoustic guitar,,Black,Color,,,Yes,Yes,No,,5.0,Normal,3800.0,NFS,3210,Black,Black,1x1,No,,,Crafting,,,,103,music,,,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrAcorsticguitar_Remake_5_0,5_0,383,RuRMFyvWnDC2SoG8m,017F,"(5, 0)"
acoustic guitar,,Pink,Color,,,Yes,Yes,No,,5.0,Normal,3800.0,NFS,3210,Pink,White,1x1,No,,,Crafting,,,,103,music,,,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrAcorsticguitar_Remake_6_0,6_0,383,NWv9CJfSPtBTKoL4B,017F,"(6, 0)"
alto saxophone,,,,,,No,No,No,,,,,3400,850,Yellow,Yellow,1x1,No,3100.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,music,,,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAltosax,,846,yAj7DyFRDjWbh7qYP,034E,
amazing machine,,Silver,Color,,,No,No,No,,,,5200.0,140000,35000,Gray,Black,2x1,Yes,126000.0,Poki,Nook's Cranny; HHP Office,,,,151,lab,sci-fi,,,,Yes,Facility Decor,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrMadMachineA_Remake_0_0,0_0,13516,KMRdcmR2J8GJh6nuJ,34CC,"(0, 0)"
amazing machine,,White,Color,,,No,No,No,,,,5200.0,140000,35000,White,Gray,2x1,Yes,126000.0,Poki,Nook's Cranny; HHP Office,,,,151,lab,sci-fi,,,,Yes,Facility Decor,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrMadMachineA_Remake_1_0,1_0,13516,aNHLnrckdSpSaWpz8,34CC,"(1, 0)"
amazing machine,,Black,Color,,,No,No,No,,,,5200.0,140000,35000,Black,Gray,2x1,Yes,126000.0,Poki,Nook's Cranny; HHP Office,,,,151,lab,sci-fi,,,,Yes,Facility Decor,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrMadMachineA_Remake_2_0,2_0,13516,sHZZAGBYAwxCCreh6,34CC,"(2, 0)"
amazing machine,,Green,Color,,,No,No,No,,,,5200.0,140000,35000,Green,Gray,2x1,Yes,126000.0,Poki,Nook's Cranny; HHP Office,,,,151,lab,sci-fi,,,,Yes,Facility Decor,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrMadMachineA_Remake_3_0,3_0,13516,d4MPWirqS8dXLRmq8,34CC,"(3, 0)"
amazing machine,,Blue,Color,,,No,No,No,,,,5200.0,140000,35000,Blue,Brown,2x1,Yes,126000.0,Poki,Nook's Cranny; HHP Office,,,,151,lab,sci-fi,,,,Yes,Facility Decor,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrMadMachineA_Remake_4_0,4_0,13516,zAAjv2dFWNNmkTuNw,34CC,"(4, 0)"
amazing machine,,Red,Color,,,No,No,No,,,,5200.0,140000,35000,Red,Black,2x1,Yes,126000.0,Poki,Nook's Cranny; HHP Office,,,,151,lab,sci-fi,,,,Yes,Facility Decor,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrMadMachineA_Remake_5_0,5_0,13516,TJ6PNAAJNFkWcbvni,34CC,"(5, 0)"
amazing machine,,Yellow,Color,,,No,No,No,,,,5200.0,140000,35000,Yellow,Black,2x1,Yes,126000.0,Poki,Nook's Cranny; HHP Office,,,,151,lab,sci-fi,,,,Yes,Facility Decor,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrMadMachineA_Remake_6_0,6_0,13516,fTged5ygWqbGqzRn9,34CC,"(6, 0)"
amazing machine,,Damaged,Color,,,No,No,No,,,,5200.0,140000,35000,Gray,Black,2x1,Yes,126000.0,Poki,Nook's Cranny; HHP Office,,,,151,lab,sci-fi,,,,Yes,Facility Decor,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrMadMachineA_Remake_7_0,7_0,13516,QwnSt6qWjfAFB4j3i,34CC,"(7, 0)"
amp,,Black,Color,,,No,No,No,,,,1700.0,5100,1275,Black,Brown,1x1,No,4600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,concert,,,,,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_0_0,0_0,849,p7Drmf7Jh2eNhbcos,0351,"(0, 0)"
amp,,White,Color,,,No,No,No,,,,1700.0,5100,1275,White,Gray,1x1,No,4600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,concert,,,,,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_1_0,1_0,849,MyyKQjQLoNwRBxotN,0351,"(1, 0)"
amp,,Orange,Color,,,No,No,No,,,,1700.0,5100,1275,Orange,Black,1x1,No,4600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,concert,,,,,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_2_0,2_0,849,RvK5HfWmj3JiarEuv,0351,"(2, 0)"
amp,,Brown,Color,,,No,No,No,,,,1700.0,5100,1275,Brown,Beige,1x1,No,4600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,concert,,,,,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_3_0,3_0,849,tBcdytBjuxSm9d2fZ,0351,"(3, 0)"
amp,,Blue,Color,,,No,No,No,,,,1700.0,5100,1275,Blue,Black,1x1,No,4600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,concert,,,,,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_4_0,4_0,849,AmLfDtSibYyBDrMmY,0351,"(4, 0)"
amp,,Red,Color,,,No,No,No,,,,1700.0,5100,1275,Red,Black,1x1,No,4600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,concert,,,,,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_5_0,5_0,849,9PHmPyxF6fjKgGzKA,0351,"(5, 0)"
amp,,Pink,Color,,,No,No,No,,,,1700.0,5100,1275,Pink,Gray,1x1,No,4600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,concert,,,,,No,Audio,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAmp_Remake_6_0,6_0,849,yivR6nwwzFWyQ5ogM,0351,"(6, 0)"
anatomical model,,,,,,No,No,No,,,,,3500,875,Colorful,Beige,1x1,No,3200.0,Poki,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,school,lab,,,,No,Hospital,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAnatomicalmodel,,1317,t2LzAKDofAZYyqZ6r,0525,
anchor statue,,Black,Color,,,No,Yes,No,,2.0,Normal,1700.0,NFS,1400,Black,Beige,1x1,No,,,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,,,,,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_0_0,0_0,7238,zgw6WaZRQgrpQ5FTC,1C46,"(0, 0)"
anchor statue,,Silver,Color,,,No,Yes,No,,2.0,Normal,1700.0,NFS,1400,Gray,Beige,1x1,No,,,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,,,,,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_1_0,1_0,7238,hdZokWHmfoFTt2FjM,1C46,"(1, 0)"
anchor statue,,Gold,Color,,,No,Yes,No,,2.0,Normal,1700.0,NFS,1400,Brown,Beige,1x1,No,,,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,,,,,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_2_0,2_0,7238,NNfoBT2rgDcmG5HhD,1C46,"(2, 0)"
anchor statue,,White,Color,,,No,Yes,No,,2.0,Normal,1700.0,NFS,1400,White,Beige,1x1,No,,,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,,,,,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_3_0,3_0,7238,ZWyY2rRANgXoGcDha,1C46,"(3, 0)"
anchor statue,,Blue,Color,,,No,Yes,No,,2.0,Normal,1700.0,NFS,1400,Blue,White,1x1,No,,,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,,,,,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_4_0,4_0,7238,vRhn2x3vj2mii4AKH,1C46,"(4, 0)"
anchor statue,,Retro,Color,,,No,Yes,No,,2.0,Normal,1700.0,NFS,1400,Brown,Gray,1x1,No,,,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,ocean,,,,,No,Seaside,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrShipanchor_Remake_5_0,5_0,7238,6wyLNus8QqXkbBu72,1C46,"(5, 0)"
angled signpost,,Home,Navigation,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,600,Beige,Brown,1x1,No,,,Crafting,,,,103,city life,local,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_0_0,0_0,7867,kzirasu23o7Xwz8Cg,1EBB,"(0, 0)"
angled signpost,,Forest,Navigation,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,600,Beige,Brown,1x1,No,,,Crafting,,,,103,city life,local,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_1_0,1_0,7867,8MxLKTxpMDwarBE2M,1EBB,"(1, 0)"
angled signpost,,Fishing Spot,Navigation,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,600,Beige,Brown,1x1,No,,,Crafting,,,,103,city life,local,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_2_0,2_0,7867,uvn5kiMi84NMuesmb,1EBB,"(2, 0)"
angled signpost,,Resident Services,Navigation,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,600,Beige,Brown,1x1,No,,,Crafting,,,,103,city life,local,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_3_0,3_0,7867,D2bHBoj8ZotiBiahp,1EBB,"(3, 0)"
angled signpost,,Airport,Navigation,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,600,Beige,Brown,1x1,No,,,Crafting,,,,103,city life,local,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_4_0,4_0,7867,BGaTv6ghfWHQohYJz,1EBB,"(4, 0)"
angled signpost,,Shop,Navigation,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,600,Beige,Brown,1x1,No,,,Crafting,,,,103,city life,local,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_5_0,5_0,7867,QNTrffSxKbCJH3C2s,1EBB,"(5, 0)"
angled signpost,,Tailors,Navigation,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,600,Beige,Brown,1x1,No,,,Crafting,,,,103,city life,local,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_6_0,6_0,7867,TW9n423omNZDjZ9hp,1EBB,"(6, 0)"
angled signpost,,Museum,Navigation,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,600,Beige,Brown,1x1,No,,,Crafting,,,,103,city life,local,,,,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrSignpostTilt_Remake_7_0,7_0,7867,wPX6wELbCn9Jyb37A,1EBB,"(7, 0)"
antique bed,,Brown,Color,,,No,No,No,,,,5200.0,28000,7000,Brown,White,2x2,No,25200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBedW_Remake_0_0,0_0,3957,c7rQKnQBvtMCpGNhr,0F75,"(0, 0)"
antique bed,,Natural,Color,,,No,No,No,,,,5200.0,28000,7000,Beige,White,2x2,No,25200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBedW_Remake_1_0,1_0,3957,gMCFieFjJLX4yXBPJ,0F75,"(1, 0)"
antique bed,,Black,Color,,,No,No,No,,,,5200.0,28000,7000,Black,White,2x2,No,25200.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Bed,Bed,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBedW_Remake_2_0,2_0,3957,s5ZQQKh3XYcue8R6S,0F75,"(2, 0)"
antique bureau,,Brown,Color,,,No,No,No,,,,5200.0,20000,5000,Brown,Brown,1x1,No,18000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Yes,Desk,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBureau_Remake_0_0,0_0,3956,eqP7Ro4PzjhZFGMaX,0F74,"(0, 0)"
antique bureau,,Natural,Color,,,No,No,No,,,,5200.0,20000,5000,Beige,Beige,1x1,No,18000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Yes,Desk,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBureau_Remake_1_0,1_0,3956,PwbzwqaKiZ7CPKgh6,0F74,"(1, 0)"
antique bureau,,Black,Color,,,No,No,No,,,,5200.0,20000,5000,Black,Black,1x1,No,18000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Yes,Desk,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueBureau_Remake_2_0,2_0,3956,nTM9BgbxMArEAuPda,0F74,"(2, 0)"
antique chair,,Brown,Color,,,No,No,No,,,,3100.0,10000,2500,Brown,White,1x1,No,9000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueChairS_Remake_0_0,0_0,3950,gzBvzGmkCqvaa4dfg,0F6E,"(0, 0)"
antique chair,,Natural,Color,,,No,No,No,,,,3100.0,10000,2500,Beige,White,1x1,No,9000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueChairS_Remake_1_0,1_0,3950,d4oC34hgWHdZAv8dT,0F6E,"(1, 0)"
antique chair,,Black,Color,,,No,No,No,,,,3100.0,10000,2500,Black,White,1x1,No,9000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,Chair,Chair,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueChairS_Remake_2_0,2_0,3950,eCZttstT4S3Tr4ZSj,0F6E,"(2, 0)"
antique clock,,Brown,Color,,,No,No,No,,,,5200.0,44000,11000,Brown,Yellow,1x1,No,39600.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,Clock,Yes,Folk Craft Decor,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueClock_Remake_0_0,0_0,3954,54WzSWz3bv4j4279w,0F72,"(0, 0)"
antique clock,,Natural,Color,,,No,No,No,,,,5200.0,44000,11000,Beige,Yellow,1x1,No,39600.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,Clock,Yes,Folk Craft Decor,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueClock_Remake_1_0,1_0,3954,aPDaateHnZ2K7rnCX,0F72,"(1, 0)"
antique clock,,Black,Color,,,No,No,No,,,,5200.0,44000,11000,Black,Yellow,1x1,No,39600.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,Clock,Yes,Folk Craft Decor,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueClock_Remake_2_0,2_0,3954,prDor5kTcy7ahzz5c,0F72,"(2, 0)"
antique console table,,Brown,Color,,,No,No,No,,,,4500.0,17000,4250,Brown,Brown,2x1,Yes,15300.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueConsole_Remake_0_0,0_0,3951,kKSfnnXLBk2BMbWEo,0F6F,"(0, 0)"
antique console table,,Natural,Color,,,No,No,No,,,,4500.0,17000,4250,Beige,Beige,2x1,Yes,15300.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueConsole_Remake_1_0,1_0,3951,SBphLepffHinkmtPf,0F6F,"(1, 0)"
antique console table,,Black,Color,,,No,No,No,,,,4500.0,17000,4250,Black,Black,2x1,Yes,15300.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueConsole_Remake_2_0,2_0,3951,7i4eJMFhi2gzqMEZ8,0F6F,"(2, 0)"
antique mini table,,Brown,Color,,,No,No,No,,,,2400.0,6700,1675,Brown,White,1x1,Yes,6000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableS_Remake_0_0,0_0,3958,WZyBrwSZD4wZtqcBJ,0F76,"(0, 0)"
antique mini table,,Natural,Color,,,No,No,No,,,,2400.0,6700,1675,Beige,White,1x1,Yes,6000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableS_Remake_1_0,1_0,3958,epWuBMh226r3nu7xh,0F76,"(1, 0)"
antique mini table,,Black,Color,,,No,No,No,,,,2400.0,6700,1675,Black,White,1x1,Yes,6000.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableS_Remake_2_0,2_0,3958,2n955ZXXD3RXt9gjE,0F76,"(2, 0)"
antique table,,Brown,Color,,,No,No,No,,,,5200.0,25000,6250,Brown,Brown,2x2,Yes,22500.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableL_Remake_0_0,0_0,3952,F4jrEYe9x7W4E2wYE,0F70,"(0, 0)"
antique table,,Natural,Color,,,No,No,No,,,,5200.0,25000,6250,Beige,Beige,2x2,Yes,22500.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableL_Remake_1_0,1_0,3952,ptPHtvKpF2JCkS9Zw,0F70,"(1, 0)"
antique table,,Black,Color,,,No,No,No,,,,5200.0,25000,6250,Black,Black,2x2,Yes,22500.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,,No,Table,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueTableL_Remake_2_0,2_0,3952,x2K5wv9K8qGXcmukB,0F70,"(2, 0)"
antique vanity,,Brown,Color,,,No,No,No,,,,5200.0,31000,7750,Brown,Aqua,2x1,No,27900.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueDresser_Remake_0_0,0_0,3955,qLtWDehmX53gwgha7,0F73,"(0, 0)"
antique vanity,,Natural,Color,,,No,No,No,,,,5200.0,31000,7750,Beige,Aqua,2x1,No,27900.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueDresser_Remake_1_0,1_0,3955,2bRbENZWkM9BeuiwZ,0F73,"(1, 0)"
antique vanity,,Black,Color,,,No,No,No,,,,5200.0,31000,7750,Black,Aqua,2x1,No,27900.0,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,retro,expensive,antique,,Dresser,Mirror,Dresser,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrAntiqueDresser_Remake_2_0,2_0,3955,b5MR8PraRhrJzsqYi,0F73,"(2, 0)"
