Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Cyrus Customize Price,Buy,Sell,HHA Base Points,HHA Concept 1,HHA Concept 2,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Season/Event,Season/Event Exclusive,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
Admiral's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Green,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd06_Remake_2_0,2_0,6626,MaYsPpzQ7goTdZxyk,19E2,"(2, 0)"
Admiral's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Green,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd06_Remake_3_0,3_0,6626,aLPtG7KDGZvFjs4pb,19E2,"(3, 0)"
Admiral's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Green,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd06_Remake_4_0,4_0,6626,36eafotwE2YtogcHS,19E2,"(4, 0)"
Admiral's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Green,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd06_Remake_5_0,5_0,6626,AEPKL9Ss5g9KoseEt,19E2,"(5, 0)"
Admiral's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Green,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd06_Remake_6_0,6_0,6626,t5ekqLdJHSJRhfSh5,19E2,"(6, 0)"
Admiral's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Green,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd06_Remake_7_0,7_0,6626,mG5Qvu9ydLKh5f6zP,19E2,"(7, 0)"
Agent S's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Blue,Gray,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlSqu05_Remake_0_0,0_0,6709,ajFvDMZMfMgAgcpk8,1A35,"(0, 0)"
Agent S's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Blue,Gray,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlSqu05_Remake_1_0,1_0,6709,2tCrrFyttoA4LtMJi,1A35,"(1, 0)"
Agent S's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Blue,Gray,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlSqu05_Remake_2_0,2_0,6709,k5LqupBSGSfP3Htea,1A35,"(2, 0)"
Agent S's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Blue,Gray,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlSqu05_Remake_3_0,3_0,6709,d3LgDHw7Cy3XCRXYs,1A35,"(3, 0)"
Agent S's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Blue,Gray,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlSqu05_Remake_4_0,4_0,6709,iomBsZt9QqcSzT3H7,1A35,"(4, 0)"
Agent S's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Blue,Gray,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlSqu05_Remake_5_0,5_0,6709,K3hy4ggMxgXBMckmm,1A35,"(5, 0)"
Agent S's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Blue,Gray,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlSqu05_Remake_6_0,6_0,6709,46s4b7pCXCjcCr7MP,1A35,"(6, 0)"
Agent S's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Blue,Gray,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlSqu05_Remake_7_0,7_0,6709,2jhfB8AxfCMXKRZrC,1A35,"(7, 0)"
Agnes's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig17_Remake_0_0,0_0,6661,Y9TFv46iQHZu2zFZd,1A05,"(0, 0)"
Agnes's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig17_Remake_1_0,1_0,6661,Jx66fd7cnM8ZWbhaJ,1A05,"(1, 0)"
Agnes's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig17_Remake_2_0,2_0,6661,gXbBWYiRdoyaySYAH,1A05,"(2, 0)"
Agnes's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig17_Remake_3_0,3_0,6661,S77GzrsKa8RNG57LK,1A05,"(3, 0)"
Agnes's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig17_Remake_4_0,4_0,6661,x2cJ95t8guFyT3Rr3,1A05,"(4, 0)"
Agnes's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig17_Remake_5_0,5_0,6661,AZxhvbHLYYD7XibxR,1A05,"(5, 0)"
Agnes's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig17_Remake_6_0,6_0,6661,FBuzWvevFzyJpu9Nx,1A05,"(6, 0)"
Agnes's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Pink,Black,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPig17_Remake_7_0,7_0,6661,8PK88rGguoqtW3gEE,1A05,"(7, 0)"
Al's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlGor08_Remake_0_0,0_0,6518,fgXqHQkbNynr4dHSj,1976,"(0, 0)"
Al's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlGor08_Remake_1_0,1_0,6518,pTvyPF7Qg82Xppnt7,1976,"(1, 0)"
Al's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlGor08_Remake_2_0,2_0,6518,ZiRaBj2YcL5yfaRzh,1976,"(2, 0)"
Al's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlGor08_Remake_3_0,3_0,6518,wJayuqNjGeFRAQEZe,1976,"(3, 0)"
Al's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlGor08_Remake_4_0,4_0,6518,b973uXnbfTtF3NAKw,1976,"(4, 0)"
Al's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlGor08_Remake_5_0,5_0,6518,bDGnD6iJH78niht5i,1976,"(5, 0)"
Al's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlGor08_Remake_6_0,6_0,6518,QAqdzm9yTfWXatwPZ,1976,"(6, 0)"
Al's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlGor08_Remake_7_0,7_0,6518,daiPoNWQSCF32yPNf,1976,"(7, 0)"
Alfonso's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd00_Remake_0_0,0_0,6800,sHeBWxocuJwBwwsX9,1A90,"(0, 0)"
Alfonso's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd00_Remake_1_0,1_0,6800,Kf5pDkihCrLbF8ujD,1A90,"(1, 0)"
Alfonso's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd00_Remake_2_0,2_0,6800,pTCmAGBtxrDSxDW4a,1A90,"(2, 0)"
Alfonso's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd00_Remake_3_0,3_0,6800,ZuFEMzDFa7wJHX9G3,1A90,"(3, 0)"
Alfonso's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd00_Remake_4_0,4_0,6800,EozfDw3LwTKd2mpW2,1A90,"(4, 0)"
Alfonso's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd00_Remake_5_0,5_0,6800,JrkQkorv9kFgrgaE8,1A90,"(5, 0)"
Alfonso's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd00_Remake_6_0,6_0,6800,m77WnAr5d6fBTS98s,1A90,"(6, 0)"
Alfonso's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Orange,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd00_Remake_7_0,7_0,6800,jsr3zu4bLXDBPe7ot,1A90,"(7, 0)"
Alice's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Beige,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlKal01_Remake_0_0,0_0,6555,gZp2fontkZDvuszMd,199B,"(0, 0)"
Alice's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Beige,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlKal01_Remake_1_0,1_0,6555,Wa3mCutCKZdo96Yjn,199B,"(1, 0)"
Alice's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Beige,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlKal01_Remake_2_0,2_0,6555,wHSfmTb2KjxyALHAD,199B,"(2, 0)"
Alice's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Beige,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlKal01_Remake_3_0,3_0,6555,kcpxvj9sGS44FbX2c,199B,"(3, 0)"
Alice's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Beige,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlKal01_Remake_4_0,4_0,6555,kGbJkgusmZKmSgkDk,199B,"(4, 0)"
Alice's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Beige,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlKal01_Remake_5_0,5_0,6555,i9dT63jckHZCBMR7o,199B,"(5, 0)"
Alice's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Beige,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlKal01_Remake_6_0,6_0,6555,B2zBzxLoj9Mqdicja,199B,"(6, 0)"
Alice's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Beige,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlKal01_Remake_7_0,7_0,6555,Dvr8wZn7viSPqTkak,199B,"(7, 0)"
Alli's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Aqua,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd01_Remake_0_0,0_0,6801,Bc29TDiDwZcmkH4vF,1A91,"(0, 0)"
Alli's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Aqua,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd01_Remake_1_0,1_0,6801,TthvBPZKGC7AJtkuT,1A91,"(1, 0)"
Alli's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Aqua,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd01_Remake_2_0,2_0,6801,Hd2rGwiWq7kfiTvF7,1A91,"(2, 0)"
Alli's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Aqua,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd01_Remake_3_0,3_0,6801,unourZLSpivQQQ4ZZ,1A91,"(3, 0)"
Alli's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Aqua,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd01_Remake_4_0,4_0,6801,ENb9xzPQnCGaaS2MG,1A91,"(4, 0)"
Alli's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Aqua,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd01_Remake_5_0,5_0,6801,R6JqAu92w2sLYaqE6,1A91,"(5, 0)"
Alli's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Aqua,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd01_Remake_6_0,6_0,6801,rsZfjzuREvRgprnwm,1A91,"(6, 0)"
Alli's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Aqua,Red,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlCrd01_Remake_7_0,7_0,6801,ja55MQDxximJgruSZ,1A91,"(7, 0)"
Amelia's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPbr01_Remake_0_0,0_0,6621,JSxiKWLGAnnqxmDhs,19DD,"(0, 0)"
Amelia's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPbr01_Remake_1_0,1_0,6621,DikXrND4oMSyqRNWY,19DD,"(1, 0)"
Amelia's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPbr01_Remake_2_0,2_0,6621,X7trG3ssXSeM8F2h4,19DD,"(2, 0)"
Amelia's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPbr01_Remake_3_0,3_0,6621,CyZwnwfyjHm4i2Dhv,19DD,"(3, 0)"
Amelia's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPbr01_Remake_4_0,4_0,6621,6bosCCtGJtXATeuu3,19DD,"(4, 0)"
Amelia's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPbr01_Remake_5_0,5_0,6621,ta9WXybqsCtmKChCJ,19DD,"(5, 0)"
Amelia's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPbr01_Remake_6_0,6_0,6621,97TESN8CpxAuaMxhs,19DD,"(6, 0)"
Amelia's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,White,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlPbr01_Remake_7_0,7_0,6621,Xf6buhMqjBv2PnuYj,19DD,"(7, 0)"
Anabelle's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Yellow,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt03_Remake_0_0,0_0,6743,LT7496qvy6dDvgGkY,1A57,"(0, 0)"
Anabelle's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Yellow,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt03_Remake_1_0,1_0,6743,JTddssj8v6A5MfmJt,1A57,"(1, 0)"
Anabelle's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Yellow,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt03_Remake_2_0,2_0,6743,gmk5egkzABqiTwv6W,1A57,"(2, 0)"
Anabelle's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Yellow,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt03_Remake_3_0,3_0,6743,ZBw8J6ZGmnXQao3tw,1A57,"(3, 0)"
Anabelle's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Yellow,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt03_Remake_4_0,4_0,6743,Zz47sQp5XkX8ZHbRn,1A57,"(4, 0)"
Anabelle's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Yellow,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt03_Remake_5_0,5_0,6743,qCibitHp3ZawMDAHo,1A57,"(5, 0)"
Anabelle's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Yellow,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt03_Remake_6_0,6_0,6743,KkfNyAqEggbMjabZD,1A57,"(6, 0)"
Anabelle's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Yellow,Blue,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlAnt03_Remake_7_0,7_0,6743,6r7rMRggBEwLyH66f,1A57,"(7, 0)"
Anchovy's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd02_Remake_0_0,0_0,6582,hpLFGZgWJsbaseuBc,19B6,"(0, 0)"
Anchovy's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd02_Remake_1_0,1_0,6582,YHg2kyiK7niTyopbv,19B6,"(1, 0)"
Anchovy's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd02_Remake_2_0,2_0,6582,hjbgTvg2L4pGzdqbz,19B6,"(2, 0)"
Anchovy's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd02_Remake_3_0,3_0,6582,iLjSaf7FqFf7wL9Ey,19B6,"(3, 0)"
Anchovy's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd02_Remake_4_0,4_0,6582,tLDKLMPQMAup7wcwa,19B6,"(4, 0)"
Anchovy's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd02_Remake_5_0,5_0,6582,mu3iGGQA6o2ghHRAB,19B6,"(5, 0)"
Anchovy's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd02_Remake_6_0,6_0,6582,xqYGcvWxXHR9KTw6o,19B6,"(6, 0)"
Anchovy's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Brown,Aqua,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBrd02_Remake_7_0,7_0,6582,oWegMFKbRrQAsdKYa,19B6,"(7, 0)"
Angus's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Orange,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBul00_Remake_0_0,0_0,6704,bWYmPSadFcLqxGxcS,1A30,"(0, 0)"
Angus's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Orange,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBul00_Remake_1_0,1_0,6704,ig8GGdKzD3oLJyP7t,1A30,"(1, 0)"
Angus's photo,,Pastel,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Orange,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBul00_Remake_2_0,2_0,6704,XEL4hZ5pmrCL2vLLk,1A30,"(2, 0)"
Angus's photo,,White,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Orange,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBul00_Remake_3_0,3_0,6704,RWgRWo6H4iyDZKCNu,1A30,"(3, 0)"
Angus's photo,,Pop,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Orange,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBul00_Remake_4_0,4_0,6704,C8CKY7yNmc2oPkx3K,1A30,"(4, 0)"
Angus's photo,,Colorful,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Orange,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBul00_Remake_5_0,5_0,6704,p2C7bTApZzjx3fGFq,1A30,"(5, 0)"
Angus's photo,,Silver,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Orange,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBul00_Remake_6_0,6_0,6704,C5PsDbeg7h39M3nsb,1A30,"(6, 0)"
Angus's photo,,Gold,Frame,,,No,Yes,1,1000,NFS,10,351,,,Red,Orange,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlBul00_Remake_7_0,7_0,6704,gxBxZJgWjaKFyZafH,1A30,"(7, 0)"
Anicotti's photo,,Natural wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Green,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlMus10_Remake_0_0,0_0,6598,pffn93KpfJ7mNmFAN,19C6,"(0, 0)"
Anicotti's photo,,Dark wood,Frame,,,No,Yes,1,1000,NFS,10,351,,,Green,Brown,1x1,,,High Friendship,,,Not in catalog,1.0.0,Yes,BromideNpcNmlMus10_Remake_1_0,1_0,6598,q2WggDjpTyQtGpHkn,19C6,"(1, 0)"
