Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
candle chandelier,,Gold,Variation,,,No,No,No,,,,1700,5400,1350,Yellow,White,4900.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,European,expensive,,,Lighting,Yes,CeilingLamp,No,Candle,For sale,2.0.0,Yes,FtrChandelierRetroCeilingL_Remake_3_0,3_0,13475,MvQTsNW4pocwgvvSB,34A3,"(3, 0)"
candle chandelier,,Rust,Variation,,,No,No,No,,,,1700,5400,1350,Brown,Beige,4900.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,European,expensive,,,Lighting,Yes,CeilingLamp,No,Candle,For sale,2.0.0,Yes,FtrChandelierRetroCeilingL_Remake_4_0,4_0,13475,RKwuDp5C8ztNS5sH6,34A3,"(4, 0)"
ceiling fan,,White,Variation,,,No,No,No,,,,3800,14000,3500,White,White,12600.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,living room,café,,,,Yes,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrFanCeiling_Remake_0_0,0_0,13156,aL4HQTAEXKLxS53qu,3364,"(0, 0)"
ceiling fan,,Black,Variation,,,No,No,No,,,,3800,14000,3500,Black,Black,12600.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,living room,café,,,,Yes,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrFanCeiling_Remake_1_0,1_0,13156,R5izGA4wwdWe89Hbn,3364,"(1, 0)"
ceiling fan,,Silver,Variation,,,No,No,No,,,,3800,14000,3500,Gray,Gray,12600.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,living room,café,,,,Yes,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrFanCeiling_Remake_2_0,2_0,13156,KX5cYFbab9jz4acSP,3364,"(2, 0)"
ceiling fan,,Brass,Variation,,,No,No,No,,,,3800,14000,3500,Yellow,Yellow,12600.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,living room,café,,,,Yes,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrFanCeiling_Remake_3_0,3_0,13156,FKkHr72uXCc4SKudN,3364,"(3, 0)"
ceiling fan,,Green,Variation,,,No,No,No,,,,3800,14000,3500,Green,Green,12600.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,living room,café,,,,Yes,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrFanCeiling_Remake_4_0,4_0,13156,6zA2Wvp3RSe38j22W,3364,"(4, 0)"
ceiling fan,,Red,Variation,,,No,No,No,,,,3800,14000,3500,Red,Red,12600.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,living room,café,,,,Yes,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrFanCeiling_Remake_5_0,5_0,13156,mTTPLTNFCm9KYpoPi,3364,"(5, 0)"
ceiling fan,,Yellow,Variation,,,No,No,No,,,,3800,14000,3500,Yellow,Yellow,12600.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,living room,café,,,,Yes,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrFanCeiling_Remake_6_0,6_0,13156,rAgJf8Ru2nREoNE8Z,3364,"(6, 0)"
ceiling fan,,Wooden,Variation,,,No,No,No,,,,3800,14000,3500,Orange,Black,12600.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,living room,café,,,,Yes,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrFanCeiling_Remake_7_0,7_0,13156,qJJk7pyT8iS37ftnY,3364,"(7, 0)"
ceiling spotlight,,Black,Color,,,No,No,No,,,,1700,4500,1125,Black,White,4000.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,concert,facility,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrSpotlightCeiling_Remake_0_0,0_0,13148,6Ncu5niwBqF9PYCWr,335C,"(0, 0)"
ceiling spotlight,,White,Color,,,No,No,No,,,,1700,4500,1125,White,White,4000.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,concert,facility,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrSpotlightCeiling_Remake_1_0,1_0,13148,dtjZNa83K4DjDkMwN,335C,"(1, 0)"
ceiling spotlight,,Silver,Color,,,No,No,No,,,,1700,4500,1125,Gray,White,4000.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,concert,facility,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrSpotlightCeiling_Remake_2_0,2_0,13148,L8q9PZN7foKEyLFtA,335C,"(2, 0)"
ceiling spotlight,,Gold,Color,,,No,No,No,,,,1700,4500,1125,Yellow,White,4000.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,concert,facility,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrSpotlightCeiling_Remake_3_0,3_0,13148,3y9HYDy7u727zTt6R,335C,"(3, 0)"
ceiling spotlight,,Red,Color,,,No,No,No,,,,1700,4500,1125,Red,White,4000.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,concert,facility,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrSpotlightCeiling_Remake_4_0,4_0,13148,6hFYwmiYXL66Jt5EC,335C,"(4, 0)"
ceiling spotlight,,Yellow,Color,,,No,No,No,,,,1700,4500,1125,Yellow,White,4000.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,concert,facility,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrSpotlightCeiling_Remake_5_0,5_0,13148,XgHwaEb3dTAnwt9oj,335C,"(5, 0)"
ceiling spotlight,,Blue,Color,,,No,No,No,,,,1700,4500,1125,Blue,White,4000.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,concert,facility,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrSpotlightCeiling_Remake_6_0,6_0,13148,DnfzL4iipq34XW5HR,335C,"(6, 0)"
ceiling spotlight,,Colorful,Color,,,No,No,No,,,,1700,4500,1125,Colorful,White,4000.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,concert,facility,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrSpotlightCeiling_Remake_7_0,7_0,13148,G7Zhyazv68XoCdWML,335C,"(7, 0)"
chandelier,,Gold,Color,,,No,No,No,,,,5200,30000,7500,Yellow,White,27000.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,expensive,European,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrChandelierCeilingL_Remake_0_0,0_0,13154,rpa6FyR6dfo8bnFfG,3362,"(0, 0)"
chandelier,,Silver,Color,,,No,No,No,,,,5200,30000,7500,Gray,White,27000.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,expensive,European,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrChandelierCeilingL_Remake_1_0,1_0,13154,86BYQSKtxoemM4nie,3362,"(1, 0)"
chandelier,,White,Color,,,No,No,No,,,,5200,30000,7500,White,Yellow,27000.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,expensive,European,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrChandelierCeilingL_Remake_2_0,2_0,13154,PBsnbJG64housikMf,3362,"(2, 0)"
chandelier,,Red,Color,,,No,No,No,,,,5200,30000,7500,Red,Red,27000.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,expensive,European,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrChandelierCeilingL_Remake_3_0,3_0,13154,Abhuqf6fbK6HWCPCH,3362,"(3, 0)"
chandelier,,Blue,Color,,,No,No,No,,,,5200,30000,7500,Aqua,Aqua,27000.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,expensive,European,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrChandelierCeilingL_Remake_4_0,4_0,13154,gbyjqfTrTDE2hYjz9,3362,"(4, 0)"
chandelier,,Green,Color,,,No,No,No,,,,5200,30000,7500,Green,Yellow,27000.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,expensive,European,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrChandelierCeilingL_Remake_5_0,5_0,13154,ouxDDJo9PS2wCdbzx,3362,"(5, 0)"
chandelier,,Pink,Color,,,No,No,No,,,,5200,30000,7500,Pink,White,27000.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,expensive,European,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrChandelierCeilingL_Remake_6_0,6_0,13154,nxnidXeR4B88xwD2N,3362,"(6, 0)"
chandelier,,Purple,Color,,,No,No,No,,,,5200,30000,7500,Purple,Purple,27000.0,Poki,2x2,Nook's Cranny; HHP Office,,,,151,expensive,European,,,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrChandelierCeilingL_Remake_7_0,7_0,13154,K959Mam4ngd4yd6yG,3362,"(7, 0)"
disco ball,,Silver,Color,,,No,No,No,,,,2400,6200,1550,Gray,Black,5600.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,party,concert,,,,Yes,CeilingEtc,No,Emission,For sale,2.0.0,Yes,FtrMirrorBallCeiling_Remake_0_0,0_0,13164,666kTns3YTDS6ad82,336C,"(0, 0)"
disco ball,,Gold,Color,,,No,No,No,,,,2400,6200,1550,Yellow,Black,5600.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,party,concert,,,,Yes,CeilingEtc,No,Emission,For sale,2.0.0,Yes,FtrMirrorBallCeiling_Remake_1_0,1_0,13164,yvt2eH8RTaN5vEsEX,336C,"(1, 0)"
disco ball,,Purple,Color,,,No,No,No,,,,2400,6200,1550,Purple,Black,5600.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,party,concert,,,,Yes,CeilingEtc,No,Emission,For sale,2.0.0,Yes,FtrMirrorBallCeiling_Remake_2_0,2_0,13164,k7iquQDDBFsWRs6wJ,336C,"(2, 0)"
disco ball,,Blue,Color,,,No,No,No,,,,2400,6200,1550,Blue,Black,5600.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,party,concert,,,,Yes,CeilingEtc,No,Emission,For sale,2.0.0,Yes,FtrMirrorBallCeiling_Remake_3_0,3_0,13164,wAr6xtACASe3rmndj,336C,"(3, 0)"
disco ball,,Green,Color,,,No,No,No,,,,2400,6200,1550,Green,Black,5600.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,party,concert,,,,Yes,CeilingEtc,No,Emission,For sale,2.0.0,Yes,FtrMirrorBallCeiling_Remake_4_0,4_0,13164,eL3j32FYktxdQNcHp,336C,"(4, 0)"
disco ball,,Rainbow,Color,,,No,No,No,,,,2400,6200,1550,Colorful,Black,5600.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,party,concert,,,,Yes,CeilingEtc,No,Emission,For sale,2.0.0,Yes,FtrMirrorBallCeiling_Remake_5_0,5_0,13164,rhEC3pvhFSoucTsd2,336C,"(5, 0)"
drapery,,,,Berry red,Color,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1600,400,Red,Red,1400.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,music,facility,,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDrapeCeiling_Remake_0_0,0_0,13701,ZHJcaGhcinXu9Lgtg,3585,"(0, 0)"
drapery,,,,Green,Color,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1600,400,Black,Black,1400.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,music,facility,,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDrapeCeiling_Remake_0_1,0_1,13701,h6MqXRWWQCQ5z7Sts,3585,"(0, 32)"
drapery,,,,Yellow,Color,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1600,400,White,White,1400.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,music,facility,,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDrapeCeiling_Remake_0_2,0_2,13701,9c5Kfg7CyQsshGqmw,3585,"(0, 64)"
drapery,,,,Light blue,Color,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1600,400,Blue,Blue,1400.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,music,facility,,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDrapeCeiling_Remake_0_3,0_3,13701,RD2P8efrbmfZs6mLC,3585,"(0, 96)"
drapery,,,,White,Color,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1600,400,Green,Green,1400.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,music,facility,,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDrapeCeiling_Remake_0_4,0_4,13701,xihWLMywaKD3ELJj4,3585,"(0, 128)"
drapery,,,,Navy blue,Color,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1600,400,Yellow,Yellow,1400.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,music,facility,,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDrapeCeiling_Remake_0_5,0_5,13701,QnmBRB7qXsa8qjGrD,3585,"(0, 160)"
drapery,,,,Black,Color,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1600,400,Aqua,Aqua,1400.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,music,facility,,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDrapeCeiling_Remake_0_6,0_6,13701,J47yu2h82T24arHHy,3585,"(0, 192)"
drapery,,,,Purple,Color,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000,1600,400,Purple,Pink,1400.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,music,facility,,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDrapeCeiling_Remake_0_7,0_7,13701,Rn3FBo6zXYfHFy6Ty,3585,"(0, 224)"
dreamy hanging decoration,,Pink,Color,,,No,No,No,,,,1000,2100,525,Pink,Purple,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,fancy,child's room,dreamy,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDreamyCeiling_Remake_0_0,0_0,13692,cvF3RdwF47yCdvfNd,357C,"(0, 0)"
dreamy hanging decoration,,Blue,Color,,,No,No,No,,,,1000,2100,525,Aqua,Blue,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,fancy,child's room,dreamy,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDreamyCeiling_Remake_1_0,1_0,13692,jittPPTcGr46QNS5A,357C,"(1, 0)"
dreamy hanging decoration,,Green,Color,,,No,No,No,,,,1000,2100,525,Green,Green,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,fancy,child's room,dreamy,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDreamyCeiling_Remake_2_0,2_0,13692,6x3cMCQxXgnwmuipd,357C,"(2, 0)"
dreamy hanging decoration,,Yellow,Color,,,No,No,No,,,,1000,2100,525,Yellow,Orange,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,fancy,child's room,dreamy,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDreamyCeiling_Remake_3_0,3_0,13692,Ktpgk6bTPFYiSq9w7,357C,"(3, 0)"
dreamy hanging decoration,,White,Color,,,No,No,No,,,,1000,2100,525,White,Red,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,fancy,child's room,dreamy,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDreamyCeiling_Remake_4_0,4_0,13692,dABGdMJLtbn39gjhn,357C,"(4, 0)"
dreamy hanging decoration,,Black,Color,,,No,No,No,,,,1000,2100,525,Black,Purple,1900.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,fancy,child's room,dreamy,,,No,CeilingEtc,No,No lighting,For sale,2.0.0,Yes,FtrDreamyCeiling_Remake_5_0,5_0,13692,2mBBr7PGMKmhABq3g,357C,"(5, 0)"
dual hanging monitors,,Black,Color,Café menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Black,Black,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_0,0_0,13157,DNQgZTgXiwLEq835D,3365,"(0, 0)"
dual hanging monitors,,Black,Color,Drink menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Black,Aqua,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_1,0_1,13157,jsmA4x4mjKuGtGz77,3365,"(0, 32)"
dual hanging monitors,,Black,Color,Fast-food menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Black,White,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_2,0_2,13157,W8TBbzyYikrYaJwFx,3365,"(0, 64)"
dual hanging monitors,,Black,Color,Dinner menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Black,Black,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_3,0_3,13157,MKs66dr2nWM8Jinp9,3365,"(0, 96)"
dual hanging monitors,,Black,Color,Ice-cream menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Black,Colorful,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_4,0_4,13157,KnN9BFDz3k2q4A5Ge,3365,"(0, 128)"
dual hanging monitors,,Black,Color,Timetable,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Black,Blue,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_5,0_5,13157,xWdrNzYsohFShstHX,3365,"(0, 160)"
dual hanging monitors,,Black,Color,Service numbers,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Black,Green,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_6,0_6,13157,w9XnPye2fdbru49T6,3365,"(0, 192)"
dual hanging monitors,,Black,Color,Stock updates,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Black,Blue,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_0_7,0_7,13157,9DacbLzRcAgddhuky,3365,"(0, 224)"
dual hanging monitors,,White,Color,Café menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,White,Black,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_0,1_0,13157,AzTuYXSWvaYbnWH6y,3365,"(1, 0)"
dual hanging monitors,,White,Color,Drink menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,White,Aqua,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_1,1_1,13157,j9LHLHQrGdxWMHoAk,3365,"(1, 32)"
dual hanging monitors,,White,Color,Fast-food menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,White,White,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_2,1_2,13157,f8tByPKfe4Tfoqbm6,3365,"(1, 64)"
dual hanging monitors,,White,Color,Dinner menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,White,Black,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_3,1_3,13157,2oF6ADqdJgjZyjegP,3365,"(1, 96)"
dual hanging monitors,,White,Color,Ice-cream menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,White,Colorful,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_4,1_4,13157,sPsYjW2kaDtLhKurr,3365,"(1, 128)"
dual hanging monitors,,White,Color,Timetable,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,White,Blue,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_5,1_5,13157,TaDzoR2gzXWozdK7u,3365,"(1, 160)"
dual hanging monitors,,White,Color,Service numbers,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,White,Green,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_6,1_6,13157,HTNprAAauJ3wZx28Y,3365,"(1, 192)"
dual hanging monitors,,White,Color,Stock updates,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,White,Blue,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_1_7,1_7,13157,8WNZoPXjF6dy4qjtE,3365,"(1, 224)"
dual hanging monitors,,Silver,Color,Café menu,Displayed content,No,No,Yes,Default,2.0,Normal,1700,5400,1350,Gray,Black,4900.0,Poki,2x1,Nook's Cranny; HHP Office,,,,151,restaurant,café,,,,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_0,2_0,13157,2HQ4jW8JAerr75JbM,3365,"(2, 0)"
